,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
52,"Tom Cruise, Domhnall Gleeson, Sarah Wright, Jesse Plemons",3 nominations.,"$51,071,805",Japan,02 Jan 2018,Doug Liman,,"Action, Biography, Comedy","English, Spanish",65,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",https://ia.media-imdb.com/images/M/MV5BMTUxNzUwMjk1Nl5BMl5BanBnXkFtZTgwNDkwODI1MjI@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",29 Sep 2017,True,115 min,American Made,movie,http://www.americanmademovie.net/,Gary Spinelli,2017,tt3532216,7.2,"90,390"
53,"Matthew McConaughey, Idris Elba, Tom Taylor, Dennis Haysbert",3 nominations.,"$50,644,837",USA,31 Oct 2017,Nikolaj Arcel,,"Action, Adventure, Fantasy",English,34,"The last Gunslinger, Roland Deschain, has been locked in an eternal battle with Walter O'Dim, also known as the Man in Black, determined to prevent him from toppling the Dark Tower, which holds the universe together. With the fate of the worlds at stake, good and evil will collide in the ultimate battle as only Roland can defend the Tower from the Man in Black.",https://ia.media-imdb.com/images/M/MV5BMTU3MjUwMzQ3MF5BMl5BanBnXkFtZTgwMjcwNjkxMjI@._V1_SX300.jpg,Sony Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",04 Aug 2017,True,95 min,The Dark Tower,movie,N/A,"Akiva Goldsman (screenplay by), Jeff Pinkner (screenplay by), Anders Thomas Jensen (screenplay by), Nikolaj Arcel (screenplay by), Stephen King (based on ""The Dark Tower"" novels by)",2017,tt1648190,5.7,"85,897"
54,"Saoirse Ronan, Laurie Metcalf, Tracy Letts, Lucas Hedges",Nominated for 5 Oscars. Another 102 wins & 191 nominations.,"$48,285,330",USA,06 Mar 2018,Greta Gerwig,,"Comedy, Drama","English, French, Latin",94,"In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.",https://ia.media-imdb.com/images/M/MV5BODhkZGE0NDQtZDc0Zi00YmQ4LWJiNmUtYTY1OGM1ODRmNGVkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,A24,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '99%'}, {'Source': 'Metacritic', 'Value': '94/100'}]",01 Dec 2017,True,94 min,Lady Bird,movie,http://ladybird.movie/,Greta Gerwig,2017,tt4925292,7.5,"112,512"
55,"Tyler Perry, Cassi Davis, Patrice Lovely, Yousef Erakat",1 win & 2 nominations.,"$46,649,659",USA,30 Jan 2018,Tyler Perry,,"Comedy, Horror",English,17,"Madea, Bam, and Hattie venture to a haunted campground and the group must run for their lives when monsters, goblins, and the boogeyman are unleashed.",https://ia.media-imdb.com/images/M/MV5BOTgxNzk4ODA3Nl5BMl5BanBnXkFtZTgwOTkyOTg1MzI@._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '3.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '6%'}, {'Source': 'Metacritic', 'Value': '17/100'}]",20 Oct 2017,True,101 min,Boo 2! A Madea Halloween,movie,http://www.Boo.movie,Tyler Perry,2017,tt6217804,3.5,"2,336"
56,"Amy Schumer, Kim Caramele, Raven Goodwin, Katie Dippold",1 win & 2 nominations.,"$45,850,343",USA,08 Aug 2017,Jonathan Levine,,"Action, Comedy","English, Spanish",45,"When her boyfriend dumps her before their exotic vacation, a young woman persuades her ultra-cautious mother to travel with her to paradise, with unexpected results.",https://ia.media-imdb.com/images/M/MV5BZTI5NWY1YTQtODYxMi00M2VmLTgzNDQtMGM3NWU5YjViNDE5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '4.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",12 May 2017,True,90 min,Snatched,movie,http://www.foxmovies.com/movies/snatched,Katie Dippold,2017,tt2334871,4.4,"24,382"
57,"Demi Lovato, Rainn Wilson, Joe Manganiello, Jack McBrayer",2 nominations.,"$45,011,202","USA, Hong Kong",11 Jul 2017,Kelly Asbury,,"Animation, Adventure, Comedy",English,40,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.",https://ia.media-imdb.com/images/M/MV5BMTg1NjgyMTYzM15BMl5BanBnXkFtZTgwMzIxNDc4MDI@._V1_SX300.jpg,Sony Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",07 Apr 2017,True,90 min,Smurfs: The Lost Village,movie,N/A,"Stacey Harman, Pamela Ribon, Peyo (based on the characters and works of)",2017,tt2398241,5.9,"12,708"
58,"Michael Caine, Richie Moriarty, Josh Pais, John Ortiz",N/A,N/A,USA,30 Mar 2004,Zach Braff,,"Comedy, Crime",English,50,"Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.",https://ia.media-imdb.com/images/M/MV5BMTc5Mzg3NjI4OF5BMl5BanBnXkFtZTgwNzA3Mzg4MDI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '50/100'}]",07 Apr 2017,True,96 min,Going in Style,movie,N/A,"Theodore Melfi (screenplay by), Edward Cannon (based on the story by)",2017,tt2568862,6.6,"53,236"
59,"Demetrius Shipp Jr., Danai Gurira, Kat Graham, Hill Harper",1 nomination.,"$44,892,121",USA,05 Sep 2017,Benny Boom,,"Biography, Drama, Music",English,38,"Tells the true and untold story of prolific rapper, actor, poet and activist Tupac Shakur.",https://ia.media-imdb.com/images/M/MV5BMTc5NzQ4NzU4OF5BMl5BanBnXkFtZTgwNTkxMzE0MjI@._V1_SX300.jpg,SUMMIT/CODEBLACK FILMS/LIONSGATE,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '17%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",16 Jun 2017,True,139 min,All Eyez on Me,movie,http://www.alleyez.movie/,"Jeremy Haft, Eddie Gonzalez, Steven Bagatourian",2017,tt1666185,5.8,"15,359"
60,"Vin Diesel, Donnie Yen, Deepika Padukone, Kris Wu",1 win & 6 nominations.,"$44,850,317","USA, China, Canada",16 May 2017,D.J. Caruso,,"Action, Adventure, Thriller","English, Russian, Portuguese, Spanish, Filipino",42,"Xander Cage is left for dead after an incident, though he secretly returns to action for a new, tough assignment with his handler Augustus Gibbons.",https://ia.media-imdb.com/images/M/MV5BMzcwMjkxMzQ3NV5BMl5BanBnXkFtZTgwMzgyNDA5MDI@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",20 Jan 2017,True,107 min,xXx: Return of Xander Cage,movie,http://www.returnofxandercage.com/,"Rich Wilkes (based on characters created by), F. Scott Frazier",2017,tt1293847,5.2,"67,917"
61,"Mandy Moore, Claire Holt, Chris Johnson, Yani Gellman",1 nomination.,"$44,305,642","UK, Dominican Republic, USA",26 Sep 2017,Johannes Roberts,,"Adventure, Drama, Horror","English, Spanish",52,"Two sisters vacationing in Mexico are trapped in a shark cage at the bottom of the ocean. With less than an hour of oxygen left and great white sharks circling nearby, they must fight to survive.",https://ia.media-imdb.com/images/M/MV5BOGJlNDJkZmEtMjUwNS00ZWViLWIyZGEtN2Y5ZjZlNDE1NWJkXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_SX300.jpg,Entertainment Studios Motion Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",16 Jun 2017,True,89 min,47 Metres Down,movie,http://47metersdownmovie.com/,"Johannes Roberts, Ernest Riera",2017,tt2932536,5.7,"28,820"
62,,,,,,,Error getting data.,,,,,,,,,,False,,,,,,,,,
63,"Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano",Nominated for 1 Oscar. Another 16 wins & 84 nominations.,"$42,824,653",USA,19 Sep 2017,Michael Showalter,,"Comedy, Drama, Romance","English, Urdu",86,"Pakistan-born comedian Kumail Nanjiani and grad student Emily Gardner fall in love but struggle as their cultures clash. When Emily contracts a mysterious illness, Kumail finds himself forced to face her feisty parents, his family's expectations, and his true feelings.",https://ia.media-imdb.com/images/M/MV5BZWM4YzZjOTEtZmU5ZS00ZTRkLWFiNjAtZTEwNzIzMDM5MjdmXkEyXkFqcGdeQXVyNDg2MjUxNjM@._V1_SX300.jpg,Amazon Studios,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '98%'}, {'Source': 'Metacritic', 'Value': '86/100'}]",14 Jul 2017,True,120 min,The Big Sick,movie,http://www.thebigsickmovie.com/,"Emily V. Gordon, Kumail Nanjiani",2017,tt5462602,7.6,"79,116"
64,"Steven Yeun, Keegan-Michael Key, Aidy Bryant, Gina Rodriguez",Nominated for 1 Golden Globe. Another 1 win & 3 nominations.,"$40,448,404",USA,20 Feb 2018,Timothy Reckart,,"Animation, Adventure, Comedy",English,42,A small but brave donkey and his animal friends become the unsung heroes of the first Christmas.,https://ia.media-imdb.com/images/M/MV5BMTU4MDQ4NTM2N15BMl5BanBnXkFtZTgwNDM1NTIzMzI@._V1_SX300.jpg,Sony Pictures Animation,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '42/100'}]",17 Nov 2017,True,86 min,The Star,movie,N/A,"Carlos Kotkin (screenplay by), Simon Moore (story by), Carlos Kotkin (story by)",2017,tt4587656,5.8,"3,067"
65,"Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche",2 wins & 6 nominations.,"$40,533,014","UK, China, India, Hong Kong, USA",25 Jul 2017,Rupert Sanders,,"Action, Crime, Drama","English, Japanese",52,"In the near future, Major is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",https://ia.media-imdb.com/images/M/MV5BMzJiNTI3MjItMGJiMy00YzA1LTg2MTItZmE1ZmRhOWQ0NGY1XkEyXkFqcGdeQXVyOTk4MTM0NQ@@._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",31 Mar 2017,True,107 min,Ghost in the Shell,movie,https://www.facebook.com/GhostInTheShellMovie/,"Shirow Masamune (based on the comic ""The Ghost in the Shell"" by), Jamie Moss (screenplay by), William Wheeler (screenplay by), Ehren Kruger (screenplay by)",2017,tt1219827,6.4,"148,954"
66,"Dane DeHaan, Cara Delevingne, Clive Owen, Rihanna",8 nominations.,"$40,442,321","France, China, Belgium, Germany, United Arab Emirates, USA",21 Nov 2017,Luc Besson,,"Action, Adventure, Fantasy","English, French",51,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",https://ia.media-imdb.com/images/M/MV5BMTkxMDAxNDUyNV5BMl5BanBnXkFtZTgwOTc3MzcxMjI@._V1_SX300.jpg,EuropaCorp / STXfilms,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '49%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",21 Jul 2017,True,137 min,Valerian and the City of a Thousand Planets,movie,http://valerianmovie.com/,"Pierre Christin (based on the comic book series ""Valerian and Laureline"" by), Jean-Claude Mézières (based on the comic book series ""Valerian and Laureline"" by), Luc Besson (screenplay by)",2017,tt2239822,6.5,"114,336"
67,"Michael Gambon, Imelda Staunton, Ben Whishaw, Madeleine Harris",Nominated for 3 BAFTA Film Awards. Another 3 wins & 7 nominations.,N/A,"UK, France, USA",N/A,Paul King,,"Animation, Adventure, Comedy",English,88,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",https://ia.media-imdb.com/images/M/MV5BMmYwNWZlNzEtNjE4Zi00NzQ4LWI2YmUtOWZhNzZhZDYyNmVmXkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_SX300.jpg,N/A,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Metacritic', 'Value': '88/100'}]",12 Jan 2018,True,103 min,Paddington 2,movie,N/A,"Paul King, Simon Farnaby, Michael Bond (""Paddington Bear"" created by)",2017,tt4468740,7.9,"26,392"
68,"Charlie Hunnam, Astrid Bergès-Frisbey, Jude Law, Djimon Hounsou",8 nominations.,"$39,037,047",USA,08 Aug 2017,Guy Ritchie,,"Action, Adventure, Drama",English,41,"Robbed of his birthright, Arthur comes up the hard way in the back alleys of the city. But once he pulls the sword from the stone, he is forced to acknowledge his true legacy - whether he likes it or not.",https://ia.media-imdb.com/images/M/MV5BMjM3ODY3Njc5Ml5BMl5BanBnXkFtZTgwMjQ5NjM5MTI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",12 May 2017,True,126 min,King Arthur: Legend of the Sword,movie,http://kingarthurmovie.com/,"Joby Harold (screenplay by), Guy Ritchie (screenplay by), Lionel Wigram (screenplay by), David Dobkin (story by), Joby Harold (story by)",2017,tt1972591,6.8,"144,746"
69,"Matt Passmore, Tobin Bell, Callum Keith Rennie, Hannah Emily Anderson",N/A,"$36,462,005","USA, Canada",23 Jan 2018,"Michael Spierig, Peter Spierig",,"Crime, Horror, Mystery",English,39,"Bodies are turning up around the city, each having met a uniquely gruesome demise. As the investigation proceeds, evidence points to one suspect: John Kramer, the man known as Jigsaw, who has been dead for over 10 years.",https://ia.media-imdb.com/images/M/MV5BNmRiZDM4ZmMtOTVjMi00YTNlLTkyNjMtMjI2OTAxNjgwMWM1XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_SX300.jpg,Lionsgate,R,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '35%'}, {'Source': 'Metacritic', 'Value': '39/100'}]",27 Oct 2017,True,92 min,Jigsaw,movie,http://jigsawsaves.com/,"Pete Goldfinger, Josh Stolberg",2017,tt3348730,5.8,"41,413"
70,"Dylan O'Brien, Charlotte Vega, Christopher Bomford, Chris Webster",1 nomination.,"$34,449,582",USA,05 Dec 2017,Michael Cuesta,,"Action, Thriller","English, Italian, Arabic, Polish, Turkish, Persian",45,"After the death of his girlfriend at the hands of terrorists, Mitch Rapp is drawn into the world of counterterrorism, mentored by tough-as-nails former U.S. Navy S.E.A.L. Stan Hurley.",https://ia.media-imdb.com/images/M/MV5BMjM0MjY4MTk5NV5BMl5BanBnXkFtZTgwNDE2NTQyMzI@._V1_SX300.jpg,Lionsgate and CBS Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",15 Sep 2017,True,112 min,American Assassin,movie,http://www.cbsfilms.com/american-assassin/,"Stephen Schiff (screenplay by), Michael Finch (screenplay by), Edward Zwick (screenplay by), Marshall Herskovitz (screenplay by), Vince Flynn (based on the novel by)",2017,tt1961175,6.2,"42,933"
71,"Katie Leung, Jackie Chan, Rufus Jones, Mark Tandy",N/A,"$33,964,179","UK, China, USA",09 Jan 2018,Martin Campbell,,"Action, Crime, Drama","English, Mandarin",55,"A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.",https://ia.media-imdb.com/images/M/MV5BM2RlMjcyMGQtZTU3OC00NGRlLWExMGEtYjU3ZjUyMDc0NWZmXkEyXkFqcGdeQXVyNTI4MzE4MDU@._V1_SX300.jpg,STX Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '62%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",13 Oct 2017,True,113 min,The Foreigner,movie,http://TheForeignerMovie.com,"David Marconi (screenplay by), Stephen Leather (based on the novel ""The Chinaman"" by)",2017,tt1615160,7.0,"60,117"
72,"Amandla Stenberg, Nick Robinson, Anika Noni Rose, Ana de la Reguera",1 win & 5 nominations.,"$34,091,886",USA,15 Aug 2017,Stella Meghie,,"Drama, Romance",English,52,A teenager who's spent her whole life confined to her home falls for the boy next door.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzMTE1NzQxNF5BMl5BanBnXkFtZTgwNjcwODY3MTI@._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",19 May 2017,True,96 min,"Everything, Everything",movie,http://everythingeverythingmovie.com/,"J. Mills Goodloe (screenplay by), Nicola Yoon (based on the book by)",2017,tt5001718,6.4,"17,614"
73,"Kelsey Asbille, Jeremy Renner, Julia Jones, Teo Briones",8 wins & 18 nominations.,"$33,782,714","UK, Canada, USA",14 Nov 2017,Taylor Sheridan,,"Crime, Drama, Mystery",English,73,"A veteran tracker with the Fish and Wildlife Service helps to investigate the murder of a young Native American woman, and uses the case as a means of seeking redemption for an earlier act of irresponsibility which ended in tragedy.",https://ia.media-imdb.com/images/M/MV5BMTUyMjU1OTUwM15BMl5BanBnXkFtZTgwMDg1NDQ2MjI@._V1_SX300.jpg,The Weinstein Company,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",18 Aug 2017,True,107 min,Wind River,movie,N/A,Taylor Sheridan,2017,tt5362988,7.8,"115,092"
74,"Gerard Butler, Jim Sturgess, Abbie Cornish, Alexandra Maria Lara",N/A,"$33,681,965",USA,23 Jan 2018,Dean Devlin,,"Action, Sci-Fi, Thriller","English, Cantonese, Russian, Hindi, Spanish",21,"When the network of satellites designed to control the global climate starts to attack Earth, it's a race against the clock for its creator to uncover the real threat before a worldwide Geostorm wipes out everything and everyone.",https://ia.media-imdb.com/images/M/MV5BMTA0OTQwMTIxNzheQTJeQWpwZ15BbWU4MDQ1MzI3OTMy._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",20 Oct 2017,True,109 min,Geostorm,movie,http://www.geostorm.movie/,"Dean Devlin, Paul Guyot",2017,tt1981128,5.4,"57,064"
75,"Charlie Day, Ice Cube, Tracy Morgan, Jillian Bell",1 win.,"$32,153,522",USA,30 May 2017,Richie Keen,,Comedy,English,37,"When one school teacher unwittingly causes another teacher's dismissal, he is challenged to an after-school fight.",https://ia.media-imdb.com/images/M/MV5BMTg0NzkyMjE5NF5BMl5BanBnXkFtZTgwMDE5NTg3MDI@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '26%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",17 Feb 2017,True,91 min,Fist Fight,movie,http://fistfightmovie.com/,"Van Robichaux (screenplay by), Evan Susser (screenplay by), Van Robichaux (story by), Evan Susser (story by), Max Greenfield (story by)",2017,tt3401882,5.6,"28,389"
76,"Eugenio Derbez, Salma Hayek, Raphael Alejandro, Rob Lowe",2 wins & 2 nominations.,"$32,088,029",USA,15 Aug 2017,Ken Marino,,"Comedy, Drama","English, Spanish",54,"Finding himself dumped after 25 years of marriage, a man who made a career of seducing rich older women must move in with his estranged sister, where he begins to learn the value of family.",https://ia.media-imdb.com/images/M/MV5BYTAwZDk5NzItM2U0MS00NDUxLTgwMDAtNzVmZDMxMzMxMWYxXkEyXkFqcGdeQXVyNTAwODk1NzY@._V1_SX300.jpg,Pantelion Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '38%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",28 Apr 2017,True,115 min,How to Be a Latin Lover,movie,http://www.howtobealatinlover.movie/,"Chris Spain, Jon Zack",2017,tt4795124,5.9,"8,748"
77,"Halle Berry, Sage Correa, Chris McGinn, Lew Temple",1 nomination.,"$30,597,319",USA,31 Oct 2017,Luis Prieto,,"Action, Crime, Drama",English,44,A mother stops at nothing to recover her kidnapped son.,https://ia.media-imdb.com/images/M/MV5BMTcyNDgyODEzOV5BMl5BanBnXkFtZTgwMTI4MTA2MjI@._V1_SX300.jpg,Aviron Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",04 Aug 2017,True,95 min,Kidnap,movie,N/A,Knate Lee,2017,tt1458169,5.9,"23,730"
78,"Idris Elba, Kate Winslet, Beau Bridges, Dermot Mulroney",2 wins & 1 nomination.,"$29,669,726",USA,26 Dec 2017,Hany Abu-Assad,,"Action, Adventure, Drama",English,48,"Stranded after a tragic plane crash, two strangers must forge a connection to survive the extreme elements of a remote snow-covered mountain. When they realize help is not coming, they embark on a perilous journey across the wilderness.",https://ia.media-imdb.com/images/M/MV5BNjllMWJmZTEtODA2Mi00MzY3LThiYmMtZDFjYjQ2NDM2MWJkXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",06 Oct 2017,True,112 min,The Mountain Between Us,movie,http://MountainBetweenUs.com,"J. Mills Goodloe, Charles Martin (novel), Chris Weitz (screenplay)",2017,tt2226597,6.4,"39,208"
79,"Hiroyuki Sanada, Ryan Reynolds, Rebecca Ferguson, Jake Gyllenhaal",5 nominations.,"$30,180,466",USA,20 Jun 2017,Daniel Espinosa,,"Horror, Sci-Fi, Thriller","English, Japanese, Vietnamese",54,A team of scientists aboard the International Space Station discover a rapidly evolving life form that caused extinction on Mars and now threatens all life on Earth.,https://images-na.ssl-images-amazon.com/images/M/MV5BMzAwMmQxNTctYjVmYi00MDdlLWEzMWUtOTE5NTRiNDhhNjI2L2ltYWdlXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,Skydance Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",24 Mar 2017,True,104 min,Life,movie,http://www.lifemovie.com/,"Rhett Reese, Paul Wernick",2017,tt5442430,6.6,"151,371"
80,"Margot Robbie, Sebastian Stan, Allison Janney, Julianne Nicholson",Nominated for 3 Oscars. Another 31 wins & 109 nominations.,"$28,950,158",USA,13 Mar 2018,Craig Gillespie,,"Biography, Comedy, Drama",English,77,"Competitive ice skater Tonya Harding rises amongst the ranks at the U.S. Figure Skating Championships, but her future in the activity is thrown into doubt when her ex-husband intervenes.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjI5MDY1NjYzMl5BMl5BanBnXkFtZTgwNjIzNDAxNDM@._V1_SX300.jpg,NEON,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",19 Jan 2018,True,120 min,"I, Tonya",movie,http://www.itonyamovie.com/,Steven Rogers,2017,tt5580036,7.6,"39,900"
81,"Scott Shepherd, Rosamund Pike, Ava Cooper, Stella Cooper",2 wins & 6 nominations.,"$29,472,340",USA,24 Apr 2018,Scott Cooper,,"Adventure, Drama, Western","English, Cheyenne",65,"In 1892, a legendary Army captain reluctantly agrees to escort a Cheyenne chief and his family through dangerous territory.",https://ia.media-imdb.com/images/M/MV5BNjFhZjM4ZDYtMGRjYi00Yzc2LWExYmEtMDQ3NzA4ODU4YTljXkEyXkFqcGdeQXVyNjkwMzU3NDI@._V1_SX300.jpg,Entertainment Studios Motion Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",26 Jan 2018,True,134 min,Hostiles,movie,N/A,"Scott Cooper (written for the screen by), Donald E. Stewart (manuscript)",2017,tt5478478,7.3,"8,568"
82,"Jessica Chastain, Idris Elba, Kevin Costner, Michael Cera",Nominated for 1 Oscar. Another 3 wins & 40 nominations.,"$28,744,803","China, USA, Canada",10 Apr 2018,Aaron Sorkin,,"Biography, Crime, Drama",English,71,"The true story of Molly Bloom, an Olympic-class skier who ran the world's most exclusive high-stakes poker game and became an FBI target.",https://ia.media-imdb.com/images/M/MV5BNTkzMzRlYjEtMTQ5Yi00OWY3LWI0NzYtNGQ4ZDkzZTU0M2IwXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,STXfilms,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",05 Jan 2018,True,140 min,Molly's Game,movie,http://mollysgame.movie/,"Aaron Sorkin (written for the screen by), Molly Bloom (based on the book by)",2017,tt4209788,7.5,"48,233"
83,"Will Arnett, Maya Rudolph, Bobby Cannavale, Bobby Moynihan",2 nominations.,"$28,342,490","South Korea, Canada",14 Nov 2017,Cal Brunker,,"Animation, Action, Adventure",English,36,"Following the events of the first film, Surly and his friends must stop Oakton City's mayor from destroying their home to make way for a dysfunctional amusement park.",https://ia.media-imdb.com/images/M/MV5BZTA5ZDZhMjgtNjNkOC00MzM0LWFlZmItZTM4MjJkMGEyZGQwXkEyXkFqcGdeQXVyMjM4NTM5NDY@._V1_SX300.jpg,Open Road Films,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",11 Aug 2017,True,91 min,The Nut Job 2: Nutty by Nature,movie,http://thenutjob.com/,"Bob Barlen, Cal Brunker, Scott Bindley, Peter Lepeniotis (based on characters created by)",2017,tt3486626,5.3,"3,358"
