,Actors,Awards,BoxOffice,Country,DVD,Director,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
84,"Morgan Freeman, Thomas Jane, Jason Lee, Damian Lewis",5 nominations.,"$33,700,000",USA,01 Jun 2004,Lawrence Kasdan,"Drama, Horror, Sci-Fi",English,35,Friends on a camping trip discover that the town they're vacationing in is being plagued in an unusual fashion by parasitic aliens from outer space.,https://ia.media-imdb.com/images/M/MV5BMTk1MjQwMTQyMV5BMl5BanBnXkFtZTcwODcxMjEzMw@@._V1_SX300.jpg,Warner Bros. Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",21 Mar 2003,True,134 min,Dreamcatcher,movie,http://dreamcatchermovie.warnerbros.com/,"Stephen King (novel), William Goldman (screenplay), Lawrence Kasdan (screenplay)",2003,tt0285531,5.5,"81,681"
85,"Chaney Kley, Emma Caulfield Ford, Lee Cormie, Grant Piro",1 win & 2 nominations.,"$32,032,215","USA, Australia",29 Apr 2003,Jonathan Liebesman,"Fantasy, Horror, Mystery",English,23,"A vengeful spirit has taken the form of the Tooth Fairy to exact vengeance on the town that lynched her 150 years earlier. Her only opposition is the only child, now grown up, who has survived her before.",https://images-na.ssl-images-amazon.com/images/M/MV5BYjcwOGM4ZDUtOGFiZS00YTAxLWExMTQtMWQ1NGU2NTZjYjg5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Releasing,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '9%'}, {'Source': 'Metacritic', 'Value': '23/100'}]",24 Jan 2003,True,86 min,Darkness Falls,movie,http://www.sonypictures.com/movies/darknessfalls/,"Joe Harris (story), John Fasano (screenplay), James Vanderbilt (screenplay), Joe Harris (screenplay)",2003,tt0282209,5.0,"27,589"
86,"Christopher Shyer, Ray Galletti, Eileen Pedde, Rekha Sharma",N/A,"$31,042,346","USA, Germany, Canada, UK",09 Sep 2003,Jon Amiel,"Action, Adventure, Sci-Fi",English,48,The only way to save Earth from catastrophe is to drill down to the core and set it spinning again.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MTY3MzkzNl5BMl5BanBnXkFtZTYwNTAwNDk2._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",28 Mar 2003,True,135 min,The Core,movie,http://www.thecoremovie.com/,"Cooper Layne, John Rogers",2003,tt0298814,5.5,"82,518"
87,"Helen Mirren, Julie Walters, John Alderton, Linda Bassett",Nominated for 1 Golden Globe. Another 2 wins & 14 nominations.,"$30,937,521","UK, USA",04 May 2004,Nigel Cole,"Comedy, Drama",English,60,A Women's Institute chapter's fundraising effort for a local hospital by posing nude for a calendar becomes a media sensation.,https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3NzcxMDU2MV5BMl5BanBnXkFtZTYwOTgyNTc2._V1_SX300.jpg,Buena Vista Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '74%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",01 Jan 2004,True,108 min,Calendar Girls,movie,http://www.calendargirls.tv/home.html,"Juliette Towhidi, Tim Firth",2003,tt0337909,6.9,"20,631"
88,"Blanchard Ryan, Daniel Travis, Saul Stein, Michael E. Williamson",2 wins & 6 nominations.,"$30,500,882",USA,28 Dec 2004,Chris Kentis,"Adventure, Drama, Horror",English,63,Based on the true story of two scuba divers accidentally stranded in shark infested waters after their tour boat has left.,https://images-na.ssl-images-amazon.com/images/M/MV5BNjQ5ODAyOTk3OF5BMl5BanBnXkFtZTcwNzQ1NjYyMQ@@._V1_SX300.jpg,Lions Gate Films,R,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '63/100'}]",20 Aug 2004,True,79 min,Open Water,movie,http://www.openwatermovie.com/,Chris Kentis,2003,tt0374102,5.7,"45,762"
89,"Nigel Washington, Chloe Bailey, Demetress Long, Ann Nesby",4 wins & 11 nominations.,"$30,213,026",USA,03 Feb 2004,Jonathan Lynn,"Comedy, Drama, Music",English,53,A New York advertising executive travels to a small Southern town to collect an inheritance but finds he must create a gospel choir and lead it to success before he can collect.,https://images-na.ssl-images-amazon.com/images/M/MV5BODkxMzQzNzQyNl5BMl5BanBnXkFtZTYwOTE4MjI3._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",19 Sep 2003,True,123 min,The Fighting Temptations,movie,http://www.fightingtemptations.com/home.html,"Elizabeth Hunter (story), Elizabeth Hunter (screenplay), Saladin K. Patterson (screenplay)",2003,tt0191133,5.5,"6,123"
90,"Jessica Alba, Mekhi Phifer, Romeo Miller, Joy Bryant",8 nominations.,"$30,222,640",USA,23 Mar 2004,Bille Woodruff,"Drama, Music, Romance",English,37,"Honey is a sexy, tough music video choreographer who shakes up her life after her mentor gives her an ultimatum: sleep with him or be blacklisted within their industry.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTIxODE4MTk0MF5BMl5BanBnXkFtZTcwMTg3NTAwMQ@@._V1_SX300.jpg,Universal Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",05 Dec 2003,True,94 min,Honey,movie,http://www.honey-movie.com/,"Alonzo Brown, Kim Watson",2003,tt0322589,5.3,"39,455"
91,"Harrison Ford, Josh Hartnett, Lena Olin, Bruce Greenwood",1 win.,"$30,013,346",USA,07 Oct 2003,Ron Shelton,"Action, Comedy, Crime",English,47,Two LAPD detectives who moonlight in other fields investigate the murder of an up-and-coming rap group.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTU5Mjk1NzQ4Nl5BMl5BanBnXkFtZTYwMTYxNzk5._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '47/100'}]",13 Jun 2003,True,116 min,Hollywood Homicide,movie,http://www.sonypictures.com/movies/hollywoodhomicide/index.html,"Robert Souza, Ron Shelton",2003,tt0329717,5.3,"32,926"
92,"Rowan Atkinson, Tasha de Vasconcelos, Ben Miller, Greg Wise",6 nominations.,"$27,972,410","UK, France, USA",13 Jan 2004,Peter Howitt,"Action, Adventure, Comedy","English, French, Japanese",51,"After a sudden attack on the MI5, Johnny English, Britain's most confident yet unintelligent spy, becomes Britain's only spy.",https://images-na.ssl-images-amazon.com/images/M/MV5BNDkxODhlNmItYjhiMC00ZjNmLWE2YmMtOTQ3NmQxM2YzOGFiXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Universal Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '33%'}, {'Source': 'Metacritic', 'Value': '51/100'}]",18 Jul 2003,True,87 min,Johnny English,movie,http://www.johnny-english.com/,"Neal Purvis, Robert Wade, William Davies",2003,tt0274166,6.1,"123,792"
93,"Tommy Lee Jones, Cate Blanchett, Evan Rachel Wood, Jenna Boyd",2 wins & 8 nominations.,"$26,900,000",USA,24 Feb 2004,Ron Howard,"Adventure, Thriller, Western","English, Apache languages, Spanish",55,"In 1885 New Mexico, a frontier medicine woman forms an uneasy alliance with her estranged father when her daughter is kidnapped by an Apache brujo.",https://images-na.ssl-images-amazon.com/images/M/MV5BYWM1ZmU5NWItZDM0ZC00MTk5LThiMTktZGUxOThjNzI5NTcyL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '55/100'}]",26 Nov 2003,True,137 min,The Missing,movie,http://www.sonypictures.com/movies/themissing/index.html,"Thomas Eidson (novel), Ken Kaufman (screenplay)",2003,tt0338188,6.5,"29,531"
94,"John Travolta, Connie Nielsen, Samuel L. Jackson, Tim Daly",3 nominations.,"$26,536,120","Germany, USA",08 Jul 2003,John McTiernan,"Action, Crime, Drama",English,34,A DEA agent investigates the disappearance of a legendary Army ranger drill sergeant and several of his cadets during a training exercise gone severely awry.,https://ia.media-imdb.com/images/M/MV5BOGFjMTZmMWYtOGRlNS00YWU5LWI4MjMtY2QzZDk4YzY4OWRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Sony Pictures Entertainment,R,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}, {'Source': 'Metacritic', 'Value': '34/100'}]",28 Mar 2003,True,98 min,Basic,movie,http://www.sonypictures.com/movies/basic/,James Vanderbilt,2003,tt0264395,6.5,"53,754"
95,"Brad Pitt, Catherine Zeta-Jones, Michelle Pfeiffer, Joseph Fiennes",9 nominations.,"$26,300,000",USA,18 Nov 2003,"Patrick Gilmore, Tim Johnson","Animation, Adventure, Comedy","English, Cantonese, Italian",48,"The sailor of legend is framed by the goddess Eris for the theft of the Book of Peace, and must travel to her realm at the end of the world to retrieve it and save the life of his childhood friend Prince Proteus.",https://ia.media-imdb.com/images/M/MV5BMTIyMzE1ODI3NF5BMl5BanBnXkFtZTYwMDE3NDc2._V1_SX300.jpg,DreamWorks SKG,PG,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '45%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",02 Jul 2003,True,86 min,Sinbad: Legend of the Seven Seas,movie,http://sinbad-themovie.com/,John Logan (screenplay),2003,tt0165982,6.7,"41,123"
96,"Timothy Stack, Mimi Rogers, Wayne Federman, Lucas Gregory",1 win & 7 nominations.,"$26,096,584",USA,11 Nov 2003,Troy Miller,Comedy,English,19,Set back in the 80s when Harry met Lloyd in high school where they cross paths with a mean principal and a bunch of other outcasts much like themselves.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTcyMjk5MDQzM15BMl5BanBnXkFtZTYwNzYxNzk5._V1_SX300.jpg,New Line Cinema,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '3.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '10%'}, {'Source': 'Metacritic', 'Value': '19/100'}]",13 Jun 2003,True,85 min,Dumb and Dumberer: When Harry Met Lloyd,movie,http://www.whenharrymetlloyd.com/,"Peter Farrelly (characters), Bennett Yellin (characters), Bobby Farrelly (characters), Robert Brener (story), Robert Brener (screenplay), Troy Miller (screenplay)",2003,tt0329028,3.4,"32,470"
97,"Vin Diesel, Larenz Tate, Timothy Olyphant, Geno Silva",1 nomination.,"$26,183,197","USA, Germany",02 Sep 2003,F. Gary Gray,"Action, Crime, Drama","English, Spanish",36,A man known as Diablo emerges to head a drug cartel after the previous leader is imprisoned.,https://ia.media-imdb.com/images/M/MV5BMTk4NzEwNjk1N15BMl5BanBnXkFtZTYwNTEzNTk5._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",04 Apr 2003,True,109 min,A Man Apart,movie,http://www.amanapartmovie.com,"Christian Gudegast, Paul Scheuring",2003,tt0266465,6.1,"40,928"
98,"John Fiedler, Jim Cummings, Andre Stojka, Kath Soucie",1 nomination.,"$23,073,611",USA,29 Jul 2003,Francis Glebas,"Animation, Adventure, Comedy",English,62,"When Piglet comes up missing his Hundred Acre Wood friends use Piglet's own Book of Memories to find him, discovering along the way just how big a role he's played in their lives.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc5MzE2ODAyOF5BMl5BanBnXkFtZTYwNTcwNDg3._V1_SX300.jpg,Walt Disney Pictures,G,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",21 Mar 2003,True,75 min,Piglet's Big Movie,movie,http://disney.go.com/disneypictures/piglet/,"Brian Hohlfeld (screenplay), A.A. Milne (books), Ted Henning (additional screenplay material)",2003,tt0323642,6.1,"5,435"
99,"Yun-Fat Chow, Seann William Scott, Jaime King, Karel Roden",1 nomination.,"$23,020,488","USA, Canada",09 Sep 2003,Paul Hunter,"Action, Comedy, Fantasy","English, Tibetan, Panjabi, German",40,"Based on the very underground comic book, a Tibetan monk becomes a mentor to a young street kid whom he can teach to protect a scroll.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTEwODkxNzE4NzVeQTJeQWpwZ15BbWU3MDY5NDYwMzQ@._V1_SX300.jpg,MGM/UA,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",16 Apr 2003,True,104 min,Bulletproof Monk,movie,http://www.bulletproofmonk.com,"Ethan Reiff, Cyrus Voris",2003,tt0245803,5.5,"44,433"
100,"David Spade, Mary McCormack, Craig Bierko, Scott Terra",1 win & 1 nomination.,"$22,715,908",USA,17 Feb 2004,Sam Weisman,Comedy,English,36,A thirty-something former child star hires a foster family to re-create the childhood he never had.,https://ia.media-imdb.com/images/M/MV5BMTIxODcyODYwMF5BMl5BanBnXkFtZTYwNTcwMzM3._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",05 Sep 2003,True,98 min,Dickie Roberts: Former Child Star,movie,http://www.dickieroberts.com,"Fred Wolf, David Spade",2003,tt0325258,5.6,"12,482"
101,"Jackie Chan, Lee Evans, Claire Forlani, Julian Sands",2 nominations.,"$21,963,412","Hong Kong, USA",23 Dec 2003,Gordon Chan,"Action, Comedy, Fantasy",English,38,A Hong Kong detective suffers a fatal accident involving a mysterious medallion and is transformed into an immortal warrior with superhuman powers.,https://ia.media-imdb.com/images/M/MV5BMjE4OTk1NTEwNl5BMl5BanBnXkFtZTYwMTA1MDE3._V1_SX300.jpg,Columbia Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '38/100'}]",22 Aug 2003,True,88 min,The Medallion,movie,http://www.GetTheMedallion.com,"Alfred Cheung (story and original characters), Bennett Davlin, Alfred Cheung, Gordon Chan, Paul Wheeler, Bey Logan",2003,tt0288045,5.2,"33,722"
102,"Nick Cannon, Jordan Burg, Jackie Benoit, George Cedar",6 nominations.,"$21,718,038",USA,27 Apr 2004,Troy Byer,"Comedy, Romance, Drama",English,37,"Highschool loser (Cannon) pays a cheerleader (Milian) to pose as his girlfriend so he can be considered cool. Remake of 1987' Can't Buy Me Love, starring Patrick Dempsey.",https://images-na.ssl-images-amazon.com/images/M/MV5BZDlkNjc2NzQtNGI5Ny00ZjNmLWJjYzktMTk0MDUyZmVkMWRhXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Warner Bros.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '13%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",12 Dec 2003,True,100 min,Love Don't Cost a Thing,movie,http://lovedontcostathing.warnerbros.com,"Michael Swerdlick (screenplay ""Can't Buy Me Love""), Troy Byer (screenplay), Michael Swerdlick (screenplay)",2003,tt0337592,5.1,"6,252"
103,"Laurence Fishburne, Derek Luke, Orlando Jones, Djimon Hounsou",N/A,"$21,701,045",USA,10 Jun 2003,Reggie Rock Bythewood,"Action, Drama",English,36,A son of the leader of a legendary group of an urban biker gang tries to retain his championship title.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxNTY1NzA4MzJeQTJeQWpwZ15BbWU2MDQzMTMzNw@@._V1_SX300.jpg,Dreamworks Distribution LLC,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '23%'}, {'Source': 'Metacritic', 'Value': '36/100'}]",31 Jan 2003,True,110 min,Biker Boyz,movie,http://www.bikerboyz.com,"Michael Gougis (article), Craig Fernandez, Reggie Rock Bythewood",2003,tt0326769,4.6,"11,664"
104,"Dennis Quaid, Sharon Stone, Stephen Dorff, Juliette Lewis",1 nomination.,N/A,"USA, Canada, UK",02 Mar 2004,Mike Figgis,"Mystery, Thriller",English,37,"A family relocates from the city to a dilapidated house in the country that was once a grand estate. As they begin renovations, they discover their new home harbors a secret and may not be completely free of its former inhabitant.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTc4OTIwNDgzOF5BMl5BanBnXkFtZTcwNDYwNDAwMQ@@._V1_SX300.jpg,Buena Vista Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '4.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '37/100'}]",19 Sep 2003,True,118 min,Cold Creek Manor,movie,http://coldcreekmanor.movies.go.com/home.html,Richard Jefferies,2003,tt0331468,4.9,"19,358"
105,"Brendan Fraser, Jenna Elfman, Steve Martin, Timothy Dalton",10 nominations.,"$21,000,000","Germany, USA",02 Mar 2004,Joe Dante,"Animation, Action, Adventure",English,64,The Looney Tunes search for a man's missing father and the mythical Blue Monkey diamond.,https://ia.media-imdb.com/images/M/MV5BMTkxNDk5MDQ2MF5BMl5BanBnXkFtZTYwMTA0Nzc2._V1_SX300.jpg,Warner Bros. Pictures,PG,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",14 Nov 2003,True,91 min,Looney Tunes: Back in Action,movie,http://www2.warnerbros.com/looneytunesbackinaction/index.html,Larry Doyle,2003,tt0318155,5.7,"27,691"
106,"Michael Douglas, Michael Bodnar, Vladimir Radian, Robin Tunney",N/A,"$20,384,203","USA, Germany, Canada",07 Oct 2003,Andrew Fleming,"Action, Comedy, Thriller","English, French, Mandarin",46,"Right before his daughter's wedding, a mild-mannered foot doctor discovers that his future son-in-law's father is a free-wheeling international spy.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ1MDQ0MTA3NV5BMl5BanBnXkFtZTYwMDQxNDA3._V1_SX300.jpg,Warner Bros. Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '34%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",23 May 2003,True,98 min,The In-Laws,movie,http://thein-laws.warnerbros.com,"Andrew Bergman (screenplay ""The In-Laws""), Nat Mauldin (screenplay), Ed Solomon (screenplay)",2003,tt0314786,5.7,"14,791"
107,"Renée Zellweger, Ewan McGregor, Sarah Paulson, David Hyde Pierce",4 wins & 8 nominations.,"$20,186,516","USA, Germany",07 Oct 2003,Peyton Reed,"Comedy, Romance",English,52,"In 1962 New York City, love blossoms between a playboy journalist and a feminist advice author.",https://images-na.ssl-images-amazon.com/images/M/MV5BYjY0OTMyNmMtODEwZS00ZWJiLWI0ZjctNmNiNmJjMTMzYWM1XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",16 May 2003,True,101 min,Down with Love,movie,http://www.down-with-love.com/,"Eve Ahlert, Dennis Drake",2003,tt0309530,6.3,"35,798"
108,"Kate Winslet, Cleo King, Constance Jones, Kevin Spacey",3 nominations.,"$19,593,740","USA, Germany, UK",22 Jul 2003,Alan Parker,"Crime, Drama, Thriller","English, Spanish",31,A man against capital punishment is accused of murdering a fellow activist and is sent to death row.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxMzU0NTgxNzZeQTJeQWpwZ15BbWU2MDQzNDkxNw@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '31/100'}]",21 Feb 2003,True,130 min,The Life of David Gale,movie,http://www.thelifeofdavidgale.com,Charles Randolph,2003,tt0289992,7.6,"96,805"
109,"Paul Walker, Frances O'Connor, Gerard Butler, Billy Connolly",N/A,"$19,375,474",USA,13 Apr 2004,Richard Donner,"Action, Adventure, Sci-Fi","English, French",28,A group of archaeologists become trapped in the past when they go there to retrieve a friend. The group must survive in 14th century France before they can escape back to the 21st Century.,https://ia.media-imdb.com/images/M/MV5BMTg5OTAyNDE3NV5BMl5BanBnXkFtZTYwOTkzMzE3._V1_SX300.jpg,Paramount Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '11%'}, {'Source': 'Metacritic', 'Value': '28/100'}]",26 Nov 2003,True,116 min,Timeline,movie,http://www.timelinemovie.com,"Michael Crichton (novel), Jeff Maguire (screenplay), George Nolfi (screenplay)",2003,tt0300556,5.6,"55,747"
110,"Jim Moret, Stuart Luce, Mary Gross, Marty Belafsky",Nominated for 1 Oscar. Another 14 wins & 27 nominations.,"$17,475,811",USA,23 Sep 2003,Christopher Guest,"Comedy, Music",English,81,Mockumentary captures the reunion of 1960s folk trio the Folksmen as they prepare for a show at The Town Hall to memorialize a recently deceased concert promoter.,https://ia.media-imdb.com/images/M/MV5BMTI5MDAwMTg1OV5BMl5BanBnXkFtZTYwMzg0MDI3._V1_SX300.jpg,Castle Rock Entertainment,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '81/100'}]",09 May 2003,True,91 min,A Mighty Wind,movie,http://amightywindonline.warnerbros.com/,"Christopher Guest, Eugene Levy",2003,tt0310281,7.3,"23,541"
111,"LL Cool J, Gabrielle Union, Duane Martin, Essence Atkins",4 wins & 12 nominations.,"$17,334,912",USA,17 Jun 2003,Gary Hardwick,"Comedy, Drama, Romance",English,46,"Eva Dandridge is a very uptight young woman who constantly meddles in the affairs of her sisters and their husbands. Her in-laws, who are tired of Eva interfering in their lives, decide to ...",https://ia.media-imdb.com/images/M/MV5BZTVlYTAyZDMtNmQxMy00MWQ0LWFiNmEtMGQ0ODQ3NTFjYWU2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,USA Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",07 Feb 2003,True,105 min,Deliver Us from Eva,movie,http://www.deliverusfromeva.com,"James Iver Mattson (story), B.E. Brauner (story), James Iver Mattson (screenplay), B.E. Brauner (screenplay), Gary Hardwick (screenplay)",2003,tt0301181,6.1,"5,065"
112,"Sean Penn, Naomi Watts, Danny Huston, Carly Nahon",Nominated for 2 Oscars. Another 30 wins & 76 nominations.,"$16,162,920",USA,16 Mar 2004,Alejandro G. Iñárritu,"Crime, Drama, Thriller",English,70,"A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.",https://ia.media-imdb.com/images/M/MV5BMjA4MjI2OTM5N15BMl5BanBnXkFtZTcwNDA1NjUzMw@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",16 Jan 2004,True,124 min,21 Grams,movie,http://www.21-grams.com/,Guillermo Arriaga,2003,tt0315733,7.7,"205,028"
113,"Gwyneth Paltrow, Christina Applegate, Mark Ruffalo, Candice Bergen",1 nomination.,"$15,512,221",USA,09 Sep 2003,Bruno Barreto,"Comedy, Romance",English,27,A small-town woman tries to achieve her goal of becoming a flight attendant.,https://ia.media-imdb.com/images/M/MV5BMTg2MTk2MzkxNF5BMl5BanBnXkFtZTYwNjg0NTk5._V1_SX300.jpg,Miramax Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",21 Mar 2003,True,87 min,View from the Top,movie,http://www.miramax.com/viewfromthetop/index.html,Eric Wald,2003,tt0264150,5.2,"23,001"
114,"Mark Aisbett, Ashton Kutcher, Jon Abrahams, Tara Reid",4 nominations.,N/A,USA,03 Feb 2004,David Zucker,"Comedy, Romance",English,N/A,"When a young man agrees to housesit for his boss, he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on - his boss's daughter. But he doesn't ...",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4MjA0MzQ5OV5BMl5BanBnXkFtZTcwNTY3MDAwMQ@@._V1_SX300.jpg,Miramax Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '4.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '8%'}]",22 Aug 2003,True,86 min,My Boss's Daughter,movie,https://www.facebook.com/mybossdaughtermovie,David Dorfman,2003,tt0270980,4.7,"25,738"
115,"Desmond Harrington, Eliza Dushku, Emmanuelle Chriqui, Jeremy Sisto",3 nominations.,"$15,176,515","USA, Germany",14 Oct 2003,Rob Schmidt,Horror,English,32,"Six people find themselves trapped in the woods of West Virginia, hunted down by ""cannibalistic mountain men grossly disfigured through generations of in-breeding.""",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQwMTkyMTY4M15BMl5BanBnXkFtZTYwMDc0NDE3._V1_SX300.jpg,20th Century Fox Distribution,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",30 May 2003,True,84 min,Wrong Turn,movie,http://www.wrongturnmovie.com/,Alan B. McElroy,2003,tt0295700,6.1,"95,813"
116,"Jason Lee, Julia Stiles, Selma Blair, James Brolin",N/A,"$15,408,822",USA,27 May 2003,Chris Koch,"Comedy, Romance",English,27,A soon-to-be husband wakes up on the morning after his bachelor party in bed with another woman.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTMxOTg3MDczMl5BMl5BanBnXkFtZTcwNzU5MTkzNA@@._V1_SX300.jpg,MGM/UA,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",17 Jan 2003,True,101 min,A Guy Thing,movie,http://www.mgm.com/aguything,"Greg Glienna (story), Greg Glienna (screenplay), Pete Schwaba (screenplay), Matt Tarses (screenplay), Bill Wrubel (screenplay)",2003,tt0295289,5.6,"15,136"
