,Actors,Awards,BoxOffice,Country,DVD,Director,Error,Genre,Language,Metascore,Plot,Poster,Production,Rated,Ratings,Released,Response,Runtime,Title,Type,Website,Writer,Year,imdbID,imdbRating,imdbVotes
176,"François Cluzet, Marie-Josée Croze, André Dussollier, Kristin Scott Thomas",12 wins & 15 nominations.,"$6,024,900",France,31 Mar 2009,Guillaume Canet,,"Crime, Drama, Mystery",French,82,"After eight long years since his beloved wife's hideous murder, unexpectedly, an accidental discovery of two bodies near a Doctor's estate will stir things again in a long-forgotten buried case that nothing is as it appears.",https://ia.media-imdb.com/images/M/MV5BMjA1NDcyMzY1Ml5BMl5BanBnXkFtZTcwNjc1MDY3MQ@@._V1_SX300.jpg,Music Box Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",01 Nov 2006,True,131 min,Tell No One,movie,http://www.tellnoonemovie.com,"Guillaume Canet, Harlan Coben (novel), Philippe Lefebvre",2006,tt0362225,7.5,"43,492"
177,"Linda Cardellini, Allen Covert, Peter Dante, Shirley Jones",1 nomination.,"$5,935,826",USA,09 May 2006,Nicholaus Goossen,,Comedy,English,33,A 35 year old video game tester has to move in with his grandma and her two old lady roommates.,https://ia.media-imdb.com/images/M/MV5BMDFiYzQ0NzktMGNkNy00YTQ0LTgxODgtNDViNGIxMTc1NGFjL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,20th Century Fox,R,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '33/100'}]",06 Jan 2006,True,94 min,Grandma's Boy,movie,http://www.grandmasboymovie.com/,"Barry Wernick, Allen Covert, Nick Swardson",2006,tt0456554,7.0,"71,488"
178,"Stan Collymore, Sharon Stone, Neil Maskell, David Thewlis",8 wins & 6 nominations.,"$5,851,188","UK, Germany, Spain, USA",11 Jul 2006,Michael Caton-Jones,,"Drama, Mystery, Thriller",English,26,"Novelist Catherine Tramell is once again in trouble with the law, and Scotland Yard appoints psychiatrist Dr. Michael Glass to evaluate her. Though, like Detective Nick Curran before him, Glass is entranced by Tramell and lured into a seductive game.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzNzM3ODY3Nl5BMl5BanBnXkFtZTcwNzMyNDcyNA@@._V1_SX300.jpg,Sony Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '26/100'}]",31 Mar 2006,True,114 min,Basic Instinct 2,movie,http://www.sonypictures.com/movies/basicinstinct2/index.html,"Leora Barish, Henry Bean, Joe Eszterhas (characters)",2006,tt0430912,4.3,"33,469"
179,"Catherine O'Hara, Stephen Rannazzisi, Ed Begley Jr., Eugene Levy",3 wins & 14 nominations.,"$5,490,967",USA,20 Feb 2007,Christopher Guest,,Comedy,"English, French",68,"Three actors learn that their respective performances in the film ""Home for Purim,"" a drama set in the mid-1940s American South, are generating award-season buzz.",https://ia.media-imdb.com/images/M/MV5BMTIxNzg0NTY4MV5BMl5BanBnXkFtZTcwNDk4NjkzMQ@@._V1_SX300.jpg,Warner Independent Pictures,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",22 Nov 2006,True,86 min,For Your Consideration,movie,http://wip.warnerbros.com/foryourconsideration/,"Christopher Guest, Eugene Levy",2006,tt0470765,6.3,"12,794"
180,"Rory Cochrane, Robert Downey Jr., Mitch Baker, Keanu Reeves",4 wins & 19 nominations.,"$5,281,537",USA,19 Dec 2006,Richard Linklater,,"Animation, Crime, Drama",English,73,An undercover cop in a not-too-distant future becomes involved with a dangerous new drug and begins to lose his own identity as a result.,https://ia.media-imdb.com/images/M/MV5BOTc2ZGI2MzEtODlkNC00MGQ4LTlkYjQtMDU0YTg1YTI0NDI1L2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,Warner Independent Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '68%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",28 Jul 2006,True,100 min,A Scanner Darkly,movie,http://wip.warnerbros.com/ascannerdarkly/,"Philip K. Dick (novel), Richard Linklater (screenplay)",2006,tt0405296,7.1,"96,245"
181,"Christian Bale, Zach Grenier, Marshall Bell, Toby Huss",1 win & 6 nominations.,"$5,300,124","USA, Luxembourg",20 Nov 2007,Werner Herzog,,"Adventure, Biography, Drama","English, Lao, Vietnamese",77,A U.S. fighter pilot's epic struggle of survival after being shot down on a mission over Laos during the Vietnam War.,https://ia.media-imdb.com/images/M/MV5BNzUxNzUzNzU2MV5BMl5BanBnXkFtZTcwNTgzNzU2NA@@._V1_SX300.jpg,MGM,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",27 Jul 2007,True,120 min,Rescue Dawn,movie,http://rescuedawn.mgm.com/,Werner Herzog,2006,tt0462504,7.3,"91,604"
182,"Kate Winslet, Jennifer Connelly, Patrick Wilson, Jackie Earle Haley",Nominated for 3 Oscars. Another 20 wins & 57 nominations.,"$5,307,219",USA,01 May 2007,Todd Field,,"Drama, Romance",English,75,"The lives of two lovelorn spouses from separate marriages, a registered sex offender, and a disgraced ex-police officer intersect as they struggle to resist their vulnerabilities and temptations in suburban Massachusetts.",https://ia.media-imdb.com/images/M/MV5BMTYwNzEwNTI3MV5BMl5BanBnXkFtZTcwODUyODczMQ@@._V1_SX300.jpg,New Line Cinema,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '80%'}, {'Source': 'Metacritic', 'Value': '75/100'}]",09 Feb 2007,True,136 min,Little Children,movie,http://www.littlechildrenmovie.com/,"Todd Field (screenplay), Tom Perrotta (screenplay), Tom Perrotta (based on the novel by)",2006,tt0404203,7.5,"97,874"
183,"Kim Sharma, Shekhar Suman, Perizaad Zorabian",N/A,N/A,India,N/A,Raman Bharadwaj,,Comedy,Hindi,N/A,N/A,N/A,N/A,N/A,[],N/A,True,N/A,Moonlight: Unfortunately a Love Story,movie,N/A,N/A,2006,tt0461286,N/A,N/A
184,"Fanny Ardant, Julie Bataille, Leïla Bekhti, Melchior Derouet",3 wins & 1 nomination.,"$4,857,376","France, Liechtenstein, Switzerland, Germany, USA",13 Nov 2007,"Olivier Assayas, Frédéric Auburtin, Emmanuel Benbihy, Gurinder Chadha, Sylvain Chomet, Ethan Coen, Joel Coen, Isabel Coixet, Wes Craven, Alfonso Cuarón, Gérard Depardieu, Christopher Doyle, Richard LaGravenese, Vincenzo Natali, Alexander Payne, Bruno Podalydès, Walter Salles, Oliver Schmitz, Nobuhiro Suwa, Daniela Thomas, Tom Tykwer, Gus Van Sant",,"Comedy, Drama, Romance","French, English, Spanish, Mandarin, Arabic",66,"Through the neighborhoods of Paris, love is veiled, revealed, imitated, sucked dry, reinvented and awakened.",https://ia.media-imdb.com/images/M/MV5BMTc1MDgwNDE4MF5BMl5BanBnXkFtZTcwMTQzMzc0MQ@@._V1_SX300.jpg,First Look Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '87%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",15 Jun 2007,True,120 min,"Paris, je t'aime",movie,http://www.firstlookstudios.com/pjt/,"Tristan Carné (original idea), Emmanuel Benbihy (concept), Emmanuel Benbihy (transitions), Bruno Podalydès (segment), Paul Mayeda Berges (segment), Gurinder Chadha (segment), Gus Van Sant (segment), Joel Coen (segment), Ethan Coen (segment), Walter Salles (segment), Daniela Thomas (segment), Christopher Doyle (segment), Rain Li (in collaboration with), Gabrielle Keng (in collaboration with), Isabel Coixet (segment), Nobuhiro Suwa (segment), Sylvain Chomet (segment), Alfonso Cuarón (segment), Olivier Assayas (segment), Oliver Schmitz (segment), Richard LaGravenese (segment), Vincenzo Natali (segment), Wes Craven (segment), Tom Tykwer (segment), Gena Rowlands (segment), Alexander Payne (segment), Nadine Eïd (segment), Frédéric Auburtin (transitions), Jean-Pierre Ronssin (transitions), Jane Hawksley (transitions), Vincent Poymiro (transitions), Paul Mayeda Berges (screenplay), Nadine Eïd (screenplay)",2006,tt0401711,7.3,"66,109"
185,"Gael García Bernal, Charlotte Gainsbourg, Alain Chabat, Miou-Miou",7 wins & 7 nominations.,"$4,572,038","France, Italy",05 Feb 2007,Michel Gondry,,"Comedy, Drama, Fantasy","French, English, Spanish",70,A man entranced by his dreams and imagination is love-struck with a French woman and feels he can show her his world.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTg3NTcxNzY5NV5BMl5BanBnXkFtZTcwODk5NTQzMQ@@._V1_SX300.jpg,Warner Independent Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '70/100'}]",29 Sep 2006,True,105 min,The Science of Sleep,movie,http://wip.warnerbros.com/scienceofsleep/,Michel Gondry,2006,tt0354899,7.3,"64,296"
186,"Dax Shepard, Will Arnett, Chi McBride, David Koechner",N/A,"$5,525,320",USA,06 Mar 2007,Bob Odenkirk,,"Comedy, Crime",English,27,"When a career criminal's plan for revenge is thwarted by unlikely circumstances, he puts his intended victim's son in his place by putting him in prison...and then joining him.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ2ODkxNDE1N15BMl5BanBnXkFtZTcwOTMzMjkzMQ@@._V1_SX300.jpg,Universal Pictures,R,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '12%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",17 Nov 2006,True,84 min,Let's Go to Prison,movie,http://www.letsgotoprison.com,"Robert Ben Garant, Thomas Lennon, Michael Patrick Jann, Jim Hogshire (book)",2006,tt0454987,6.0,"21,144"
187,"Gordon Pinsent, Stacey LaBerge, Julie Christie, Olympia Dukakis",Nominated for 2 Oscars. Another 62 wins & 38 nominations.,"$15,830,046","Canada, UK, USA",11 Sep 2007,Sarah Polley,,Drama,English,88,"A man coping with the institutionalization of his wife because of Alzheimer's disease faces an epiphany when she transfers her affections to another man, Aubrey, a wheelchair-bound mute who also is a patient at the nursing home.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjExMzgyOTUyNF5BMl5BanBnXkFtZTcwNTUzMDg0MQ@@._V1_SX300.jpg,Lionsgate,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '88/100'}]",25 May 2007,True,110 min,Away from Her,movie,http://www.lionsgate.com/awayfromher,"Sarah Polley, Alice Munro (short story ""The Bear Came Over the Mountain"")",2006,tt0491747,7.6,"19,757"
188,"Carice van Houten, Sebastian Koch, Thom Hoffman, Halina Reijn",Nominated for 1 BAFTA Film Award. Another 13 wins & 21 nominations.,"$4,339,526","Netherlands, Germany, UK, Belgium",25 Sep 2007,Paul Verhoeven,,"Drama, Thriller, War","Dutch, German, English, Hebrew",71,"In the Nazi-occupied Netherlands during World War II, a Jewish singer infiltrates the regional Gestapo headquarters for the Dutch resistance.",https://images-na.ssl-images-amazon.com/images/M/MV5BODFlNTI0ZWQtOTcxNC00OTc0LTkwZDUtMmNkM2I1ZWFlYzZkXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_SX300.jpg,Sony Picture Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",18 May 2007,True,145 min,Black Book,movie,http://www.blackbookfilm.com,"Gerard Soeteman, Paul Verhoeven",2006,tt0389557,7.8,"65,093"
189,"Daryl Sabara, Jami Gertz, Jeremy Piven, Cheryl Hines",2 nominations.,"$4,288,416",USA,31 Oct 2006,Scott Marshall,,Comedy,"English, Hebrew",57,A 13-year-old boy uses his upcoming bar mitzvah to reconcile the strained relationship between his father and grandfather.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ3NjAyNDQxMV5BMl5BanBnXkFtZTYwNTAzMTQ3._V1_SX300.jpg,Miramax Films,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",02 Jun 2006,True,90 min,Keeping Up with the Steins,movie,http://keepingupwiththesteins.com/,Mark Zakarin,2006,tt0415949,5.4,"2,819"
190,"Tim Robbins, Derek Luke, Bonnie Henna, Mncedisi Shabangu",2 wins & 5 nominations.,"$4,291,965","France, UK, South Africa, USA",30 Jan 2007,Phillip Noyce,,"Biography, Drama, History","English, Afrikaans, Zulu, Portuguese",62,"A drama about terrorism in Apartheid-era South Africa, revolving around a policeman and a young man who carries out solo attacks against the regime.",https://images-na.ssl-images-amazon.com/images/M/MV5BOTEzMjQ5NzEwNl5BMl5BanBnXkFtZTcwMDYwMTgzMQ@@._V1_SX300.jpg,Focus Features,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",27 Oct 2006,True,101 min,Catch a Fire,movie,http://www.catchafiremovie.com/,Shawn Slovo,2006,tt0437232,6.7,"9,565"
191,"Kal Penn, Lauren Cohan, Daniel Percival, Glen Barry",1 nomination.,"$4,300,000",USA,27 Mar 2007,Mort Nathan,,"Comedy, Romance",English,21,"Taj Mahal Badalandabad leaves Coolidge College behind for the halls of Camford University in England, where he looks to continue his education, and teach an uptight student how to make the most out of her academic career.",https://ia.media-imdb.com/images/M/MV5BMTg1NTA0MzA2OV5BMl5BanBnXkFtZTcwMjA2MzA0MQ@@._V1_SX300.jpg,MGM,R,"[{'Source': 'Internet Movie Database', 'Value': '4.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '7%'}, {'Source': 'Metacritic', 'Value': '21/100'}]",01 Dec 2006,True,97 min,Van Wilder 2: The Rise of Taj,movie,http://www.riseoftaj.com,"David Drew Gallagher, Brent Goldberg (characters), David Wagner (characters)",2006,tt0480271,4.8,"20,589"
192,"Scott Mechlowicz, Nick Nolte, Amy Smart, Tim DeKay",N/A,"$984,116","USA, Germany",26 Jun 2007,Victor Salva,,"Drama, Romance, Sport",English,40,A chance encounter with a stranger changes the life of a college gymnast.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMDkyMTIwN15BMl5BanBnXkFtZTcwNjQ3MTkzMQ@@._V1_SX300.jpg,Universal,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '25%'}, {'Source': 'Metacritic', 'Value': '40/100'}]",23 Jun 2006,True,120 min,Peaceful Warrior,movie,http://www.thepeacefulwarriormovie.com/,"Kevin Bernhardt (screenplay), Dan Millman (novel)",2006,tt0438315,7.3,"23,135"
193,"James Garner, Bill Cobbs, Lee Meriwether, George Lee",3 wins.,"$3,400,000",USA,21 Aug 2007,Michael O. Sajbel,,"Drama, Family, Romance","English, Spanish",49,"A deceased billionaire leaves his spoiled adult grandson a series of odd tasks to perform in order to receive ""the ultimate gift,"" with the resentful grandson having no idea what that might be.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTY1OTMzMjQxMF5BMl5BanBnXkFtZTcwMzY2OTUzMQ@@._V1_SX300.jpg,Fox Faith,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",09 Mar 2007,True,114 min,The Ultimate Gift,movie,http://www.theultimategift.com/,"Cheryl McKay (screenplay), Jim Stovall (book)",2006,tt0482629,7.4,"15,408"
194,"Peter O'Toole, Leslie Phillips, Beatrice Savoretti, Philip Fox",Nominated for 1 Oscar. Another 4 wins & 20 nominations.,"$3,261,449",UK,22 May 2007,Roger Michell,,"Comedy, Drama, Romance",English,82,Life for a pair of veteran actors gets turned upside down after they meet a brash teenager.,https://ia.media-imdb.com/images/M/MV5BMTQ1ODQ4MDg0OV5BMl5BanBnXkFtZTcwOTk5NDQ0MQ@@._V1_SX300.jpg,Miramax Films,R,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",16 Feb 2007,True,95 min,Venus,movie,http://www.venus-themovie.com/,Hanif Kureishi,2006,tt0489327,7.1,"11,673"
195,"Max Minghella, Sophia Myles, John Malkovich, Jim Broadbent",N/A,"$3,174,973",USA,10 Oct 2006,Terry Zwigoff,,"Comedy, Drama",English,54,"Starting from childhood attempts at illustration, the protagonist pursues his true obsession to art school. But as he learns how the art world really works, he finds that he must adapt his vision to the reality that confronts him.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjA2Nzg0NjQwM15BMl5BanBnXkFtZTcwODgxNDgzMQ@@._V1_SX300.jpg,Sony Pictures Classics,R,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '54/100'}]",12 May 2006,True,102 min,Art School Confidential,movie,http://www.artschoolconfidentialmovie.com,"Daniel Clowes (screenplay), Daniel Clowes (comic story)",2006,tt0364955,6.3,"15,646"
196,"Amitabh Bachchan, Shah Rukh Khan, Abhishek Bachchan, Rani Mukerji",4 wins & 22 nominations.,"$3,160,978",India,25 Sep 2006,Karan Johar,,"Drama, Romance","Hindi, English",N/A,"Dev, a famous footballer, becomes injured and gets dependent on Riya. Brooding on his ill-fate, he gets suspicous of an affair going on between Riya and another man. Is the affair a reality, and if it is, will Dev openly accuse Riya?",https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2NjU1MjI3M15BMl5BanBnXkFtZTcwMzc3NTk5Mw@@._V1_SX300.jpg,Yash Raj Films,R,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]",11 Aug 2006,True,193 min,Kabhi Alvida Naa Kehna,movie,http://www.msnspecials.in/kank/,"Karan Johar (story), Shibani Bathija (screenplay), Karan Johar (screenplay), Niranjan Iyengar (dialogue)",2006,tt0449999,6.1,"15,642"
197,"Zach Braff, Amanda Peet, Jason Bateman, Charles Grodin",N/A,"$3,015,131",USA,21 Aug 2007,Jesse Peretz,,"Comedy, Romance","English, Spanish",32,A slacker is forced to work for his father-in-law after his pregnant wife steps away from her high-paying job.,https://ia.media-imdb.com/images/M/MV5BMjA4MTcxNDcyOV5BMl5BanBnXkFtZTcwNTM5MjY0MQ@@._V1_SX300.jpg,The Weinstein Co.,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '19%'}, {'Source': 'Metacritic', 'Value': '32/100'}]",11 May 2007,True,89 min,The Ex,movie,http://www.weinsteinco.com/,"David Guion, Michael Handelman",2006,tt0458364,5.5,"15,815"
198,"Renée Zellweger, Ewan McGregor, Emily Watson, Barbara Flynn",Nominated for 1 Golden Globe. Another 5 wins & 4 nominations.,"$2,893,474","UK, USA, Isle Of Man",19 Jun 2007,Chris Noonan,,"Biography, Drama",English,57,"The story of Beatrix Potter, the author of the beloved and best-selling children's book, ""The Tale of Peter Rabbit"", and her struggle for love, happiness and success.",https://images-na.ssl-images-amazon.com/images/M/MV5BMTA0NjgzMDIzNjVeQTJeQWpwZ15BbWU3MDE3ODk0NDE@._V1_SX300.jpg,MGM,PG,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '66%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",09 Mar 2007,True,88 min,Miss Potter,movie,http://www.mgm.com/,Richard Maltby Jr.,2006,tt0482546,7.0,"25,459"
199,"Samuel Anderson, James Corden, Stephen Campbell Moore, Richard Griffiths",Nominated for 2 BAFTA Film Awards. Another 2 wins & 12 nominations.,"$2,568,197",UK,17 Apr 2007,Nicholas Hytner,,"Comedy, Drama, Romance",English,74,"An unruly class of gifted and charming teenage boys are taught by two eccentric and innovative teachers, as their headmaster pushes for them all to get accepted into Oxford or Cambridge.",https://ia.media-imdb.com/images/M/MV5BMTQ3NTMxMzY5MF5BMl5BanBnXkFtZTcwMzY4OTQ0MQ@@._V1_SX300.jpg,Fox Searchlight,R,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '65%'}, {'Source': 'Metacritic', 'Value': '74/100'}]",22 Dec 2006,True,109 min,The History Boys,movie,http://www.foxsearchlight.com/site/thehistoryboys/,"Alan Bennett (screenplay), Alan Bennett (play)",2006,tt0464049,6.9,"18,887"
200,"Ryan Gosling, Jeff Lima, Shareeka Epps, Nathan Corbett",Nominated for 1 Oscar. Another 29 wins & 47 nominations.,"$2,591,047",USA,24 Apr 2007,Ryan Fleck,,Drama,English,85,An inner-city junior high school teacher with a drug habit forms an unlikely friendship with one of his students after she discovers his secret.,https://ia.media-imdb.com/images/M/MV5BMTg4ODg1OTIwNl5BMl5BanBnXkFtZTcwOTA3ODQzMQ@@._V1_SX300.jpg,ThinkFilm,R,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '85/100'}]",22 Sep 2006,True,106 min,Half Nelson,movie,http://www.halfnelsonthefilm.com,"Ryan Fleck, Anna Boden",2006,tt0468489,7.2,"77,253"
201,"Hrithik Roshan, Abhishek Bachchan, Uday Chopra, Aishwarya Rai Bachchan",3 wins & 14 nominations.,"$2,621,407",India,29 Jan 2006,Sanjay Gadhvi,,"Action, Crime, Thriller","Hindi, Urdu, English, Telugu",N/A,"Jai and Ali return, this time on the trail of an international thief who steals priceless artifacts and has chosen Mumbai as his next target.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjc2NzFmMTgtZDRmNS00YjUzLWI4ZjktZjA3NGE3MDA1NzUyXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,Yash Raj Films,NOT RATED,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}]",24 Nov 2006,True,152 min,Dhoom 2,movie,http://www.yashrajfilms.com/,"Vijay Krishna Acharya (screenplay), Vijay Krishna Acharya (dialogue), Aditya Chopra (story)",2006,tt0441048,6.4,"19,693"
202,"Amanda Bynes, Channing Tatum, Laura Ramsey, Vinnie Jones",2 wins & 5 nominations.,"$33,687,630","USA, Canada",18 Jul 2006,Andy Fickman,,"Comedy, Romance, Sport",English,45,"When her brother decides to ditch for a couple weeks, Viola heads over to his elite boarding school, disguised as him, and proceeds to fall for one of his soccer teammates, and soon learns she's not the only one with romantic troubles.",https://ia.media-imdb.com/images/M/MV5BMjEyMzAzMDk1Ml5BMl5BanBnXkFtZTcwNjg0OTEzMQ@@._V1_SX300.jpg,DreamWorks SKG,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '43%'}, {'Source': 'Metacritic', 'Value': '45/100'}]",17 Mar 2006,True,105 min,She's the Man,movie,http://www.shestheman-themovie.com/,"Ewan Leslie (screenplay), Karen McCullah (screenplay), Kirsten Smith (screenplay), Ewan Leslie (story)",2006,tt0454945,6.4,"129,469"
203,"Catinca Untaru, Justine Waddell, Lee Pace, Kim Uylenbroek",4 wins & 11 nominations.,"$2,099,067","USA, South Africa, India",09 Sep 2008,Tarsem Singh,,"Adventure, Comedy, Drama","English, Romanian, Latin",64,"In a hospital on the outskirts of 1920s Los Angeles, an injured stuntman begins to tell a fellow patient, a little girl with a broken arm, a fantastic story of five mythical heroes. Thanks to his fractured state of mind and her vivid imagination, the line between fiction and reality blurs as the tale advances.",https://images-na.ssl-images-amazon.com/images/M/MV5BMjAzODUwMjM1M15BMl5BanBnXkFtZTcwNjU2MjU2MQ@@._V1_SX300.jpg,Roadside Attractions,R,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",30 May 2008,True,117 min,The Fall,movie,http://thefallthemovie.com/,"Dan Gilroy (screenplay), Nico Soultanakis (screenplay), Tarsem Singh (screenplay), Valeri Petrov",2006,tt0460791,7.9,"96,941"
204,"Gad Elmaleh, Alice Taglioni, Daniel Auteuil, Kristin Scott Thomas",1 win & 1 nomination.,"$2,172,209","France, Italy, Belgium",18 Sep 2007,Francis Veber,,"Comedy, Drama",French,68,A porter and a top-model have to pretend to be a couple in order to salvage a CEO's marriage.,https://images-na.ssl-images-amazon.com/images/M/MV5BMTkzZWZkZDItYTMyOC00ZTkzLWFhNGMtYzk1NWUzODdjN2MxXkEyXkFqcGdeQXVyNzM1MDEyNjM@._V1_SX300.jpg,Sony Pictures Classics,PG-13,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",01 Jun 2007,True,85 min,The Valet,movie,http://www.sonyclassics.com/thevalet,"Declan May (adr writer), Francis Veber",2006,tt0449851,6.6,"8,773"
205,"Ben Whishaw, Francesc Albiol, Gonzalo Cunill, Roger Salvany",15 wins & 18 nominations.,"$2,101,584","Germany, France, Spain, USA",24 Jul 2007,Tom Tykwer,,"Crime, Drama, Fantasy",English,56,"Jean-Baptiste Grenouille, born with a superior olfactory sense, creates the world's finest perfume. His work, however, takes a dark turn as he searches for the ultimate scent.",https://ia.media-imdb.com/images/M/MV5BMTI0NjUyMTk3Nl5BMl5BanBnXkFtZTcwOTA5MzkzMQ@@._V1_SX300.jpg,Dreamworks,R,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '58%'}, {'Source': 'Metacritic', 'Value': '56/100'}]",05 Jan 2007,True,147 min,Perfume: The Story of a Murderer,movie,http://www.perfumemovie.com/,"Andrew Birkin (screenplay), Bernd Eichinger (screenplay), Tom Tykwer (screenplay), Patrick Süskind (novel)",2006,tt0396171,7.5,"208,023"
206,"Polina Agureeva, Maksim Ushakov, Mikhail Okunev, Yaroslavna Serova",9 wins & 8 nominations.,N/A,Russia,N/A,Ivan Vyrypaev,,"Drama, Romance",Russian,N/A,"A romantic triangle leads to both joy and sorrow in this drama, Pavel (Maxim Ushakov) is a goat rancher who has fallen in love with beautiful Vera (Polina Agureeva) from afar.",https://images-na.ssl-images-amazon.com/images/M/MV5BY2NhNTY4N2ItYjVjMi00MjQwLThlNjAtZTljOTkzYzUyM2JmXkEyXkFqcGdeQXVyMTEwNTQxMjQ@._V1_SX300.jpg,The Match Factory,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",05 Oct 2006,True,74 min,Euphoria,movie,http://eng.euphoria-film.com/,Ivan Vyrypaev,2006,tt0847877,6.8,"1,045"
